fuel,perc,cod_date,regionid
imports,0.0,COD2023111114,17.0
gas,87.0,COD2023111114,17.0
nuclear,0.0,COD2023111114,17.0
other,0.0,COD2023111114,17.0
hydro,3.9,COD2023111114,17.0
solar,6.1,COD2023111114,17.0
wind,3.0,COD2023111114,17.0
biomass,0.0,COD2023111115,17.0
coal,0.0,COD2023111115,17.0
imports,0.0,COD2023111115,17.0
gas,81.2,COD2023111115,17.0
nuclear,0.0,COD2023111115,17.0
other,0.0,COD2023111115,17.0
hydro,13.0,COD2023111115,17.0
solar,1.9,COD2023111115,17.0
wind,3.9,COD2023111115,17.0
biomass,0.0,COD2023111116,17.0
coal,0.0,COD2023111116,17.0
imports,0.0,COD2023111116,17.0
gas,77.7,COD2023111116,17.0
nuclear,0.0,COD2023111116,17.0
other,0.0,COD2023111116,17.0
hydro,15.8,COD2023111116,17.0
solar,0.0,COD2023111116,17.0
wind,6.4,COD2023111116,17.0
biomass,0.0,COD2023111117,17.0
coal,0.0,COD2023111117,17.0
imports,0.0,COD2023111117,17.0
gas,73.8,COD2023111117,17.0
nuclear,0.0,COD2023111117,17.0
other,0.0,COD2023111117,17.0
hydro,15.2,COD2023111117,17.0
solar,0.0,COD2023111117,17.0
wind,11.1,COD2023111117,17.0
biomass,0.0,COD2023111118,17.0
coal,0.0,COD2023111118,17.0
imports,0.0,COD2023111118,17.0
gas,75.8,COD2023111118,17.0
nuclear,0.0,COD2023111118,17.0
other,0.0,COD2023111118,17.0
hydro,7.9,COD2023111118,17.0
solar,0.0,COD2023111118,17.0
wind,16.3,COD2023111118,17.0
biomass,0.0,COD2023111119,17.0
coal,0.0,COD2023111119,17.0
imports,0.0,COD2023111119,17.0
gas,79.7,COD2023111119,17.0
nuclear,0.0,COD2023111119,17.0
other,0.0,COD2023111119,17.0
hydro,1.9,COD2023111119,17.0
solar,0.0,COD2023111119,17.0
wind,18.4,COD2023111119,17.0
biomass,0.0,COD2023111120,17.0
coal,0.0,COD2023111120,17.0
imports,0.0,COD2023111120,17.0
gas,78.9,COD2023111120,17.0
nuclear,0.0,COD2023111120,17.0
other,0.0,COD2023111120,17.0
hydro,0.9,COD2023111120,17.0
solar,0.0,COD2023111120,17.0
wind,20.2,COD2023111120,17.0
biomass,0.0,COD2023111121,17.0
coal,0.0,COD2023111121,17.0
imports,0.0,COD2023111121,17.0
gas,78.8,COD2023111121,17.0
nuclear,0.0,COD2023111121,17.0
other,0.0,COD2023111121,17.0
hydro,0.8,COD2023111121,17.0
solar,0.0,COD2023111121,17.0
wind,20.5,COD2023111121,17.0
biomass,0.0,COD2023111122,17.0
coal,0.0,COD2023111122,17.0
imports,0.0,COD2023111122,17.0
gas,70.8,COD2023111122,17.0
nuclear,0.2,COD2023111122,17.0
other,0.0,COD2023111122,17.0
hydro,1.3,COD2023111122,17.0
solar,0.0,COD2023111122,17.0
wind,27.8,COD2023111122,17.0
biomass,0.1,COD2023111123,17.0
coal,0.0,COD2023111123,17.0
imports,0.1,COD2023111123,17.0
gas,60.2,COD2023111123,17.0
nuclear,2.7,COD2023111123,17.0
other,0.0,COD2023111123,17.0
hydro,1.9,COD2023111123,17.0
solar,0.0,COD2023111123,17.0
wind,35.1,COD2023111123,17.0
biomass,0.0,COD2023111200,17.0
coal,0.0,COD2023111200,17.0
imports,0.0,COD2023111200,17.0
gas,60.4,COD2023111200,17.0
nuclear,0.0,COD2023111200,17.0
other,0.0,COD2023111200,17.0
hydro,1.0,COD2023111200,17.0
solar,0.0,COD2023111200,17.0
wind,38.6,COD2023111200,17.0
biomass,0.0,COD2023111201,17.0
coal,0.1,COD2023111201,17.0
imports,0.3,COD2023111201,17.0
gas,53.2,COD2023111201,17.0
nuclear,0.5,COD2023111201,17.0
other,0.0,COD2023111201,17.0
hydro,1.2,COD2023111201,17.0
solar,0.0,COD2023111201,17.0
wind,44.7,COD2023111201,17.0
biomass,0.9,COD2023111202,17.0
coal,0.3,COD2023111202,17.0
imports,1.6,COD2023111202,17.0
gas,51.1,COD2023111202,17.0
nuclear,2.3,COD2023111202,17.0
other,0.0,COD2023111202,17.0
hydro,0.2,COD2023111202,17.0
solar,0.0,COD2023111202,17.0
wind,43.6,COD2023111202,17.0
biomass,3.8,COD2023111203,17.0
coal,1.2,COD2023111203,17.0
imports,6.4,COD2023111203,17.0
gas,30.6,COD2023111203,17.0
nuclear,5.4,COD2023111203,17.0
other,0.0,COD2023111203,17.0
hydro,0.6,COD2023111203,17.0
solar,0.0,COD2023111203,17.0
wind,52.0,COD2023111203,17.0
biomass,2.7,COD2023110504,18.0
coal,1.3,COD2023110504,18.0
imports,23.2,COD2023110504,18.0
gas,26.8,COD2023110504,18.0
nuclear,20.3,COD2023110504,18.0
other,0.0,COD2023110504,18.0
hydro,1.5,COD2023110504,18.0
solar,0.0,COD2023110504,18.0
wind,24.3,COD2023110504,18.0
biomass,2.5,COD2023110505,18.0
coal,1.2,COD2023110505,18.0
imports,20.6,COD2023110505,18.0
gas,24.6,COD2023110505,18.0
nuclear,19.3,COD2023110505,18.0
other,0.0,COD2023110505,18.0
hydro,1.5,COD2023110505,18.0
solar,0.0,COD2023110505,18.0
wind,30.2,COD2023110505,18.0
biomass,2.3,COD2023110506,18.0
coal,0.8,COD2023110506,18.0
imports,19.2,COD2023110506,18.0
gas,23.3,COD2023110506,18.0
nuclear,18.2,COD2023110506,18.0
other,0.0,COD2023110506,18.0
hydro,1.4,COD2023110506,18.0
solar,0.0,COD2023110506,18.0
wind,34.7,COD2023110506,18.0
biomass,2.1,COD2023110507,18.0
coal,0.8,COD2023110507,18.0
imports,21.8,COD2023110507,18.0
gas,24.5,COD2023110507,18.0
nuclear,16.7,COD2023110507,18.0
other,0.0,COD2023110507,18.0
hydro,1.3,COD2023110507,18.0
solar,0.0,COD2023110507,18.0
wind,32.8,COD2023110507,18.0
biomass,2.0,COD2023110508,18.0
coal,0.6,COD2023110508,18.0
imports,22.2,COD2023110508,18.0
gas,22.8,COD2023110508,18.0
nuclear,15.9,COD2023110508,18.0
other,0.0,COD2023110508,18.0
hydro,1.7,COD2023110508,18.0
solar,3.2,COD2023110508,18.0
wind,31.7,COD2023110508,18.0
biomass,1.9,COD2023110509,18.0
coal,0.8,COD2023110509,18.0
imports,20.6,COD2023110509,18.0
gas,21.1,COD2023110509,18.0
nuclear,14.8,COD2023110509,18.0
other,0.0,COD2023110509,18.0
hydro,1.5,COD2023110509,18.0
solar,9.5,COD2023110509,18.0
wind,29.8,COD2023110509,18.0
biomass,1.8,COD2023110510,18.0
coal,0.7,COD2023110510,18.0
imports,19.4,COD2023110510,18.0
gas,19.4,COD2023110510,18.0
nuclear,13.9,COD2023110510,18.0
other,0.0,COD2023110510,18.0
hydro,1.5,COD2023110510,18.0
solar,13.6,COD2023110510,18.0
wind,29.9,COD2023110510,18.0
biomass,1.7,COD2023110511,18.0
coal,0.6,COD2023110511,18.0
imports,18.4,COD2023110511,18.0
gas,18.1,COD2023110511,18.0
nuclear,13.2,COD2023110511,18.0
other,0.0,COD2023110511,18.0
hydro,1.3,COD2023110511,18.0
solar,15.2,COD2023110511,18.0
wind,31.5,COD2023110511,18.0
biomass,1.7,COD2023110512,18.0
coal,1.2,COD2023110512,18.0
imports,18.1,COD2023110512,18.0
gas,19.2,COD2023110512,18.0
nuclear,13.0,COD2023110512,18.0
other,0.0,COD2023110512,18.0
hydro,1.4,COD2023110512,18.0
solar,13.0,COD2023110512,18.0
wind,32.5,COD2023110512,18.0
biomass,1.7,COD2023110513,18.0
coal,1.7,COD2023110513,18.0
imports,18.1,COD2023110513,18.0
gas,22.0,COD2023110513,18.0
nuclear,13.0,COD2023110513,18.0
other,0.0,COD2023110513,18.0
hydro,1.7,COD2023110513,18.0
solar,10.8,COD2023110513,18.0
wind,31.1,COD2023110513,18.0
biomass,1.7,COD2023110514,18.0
coal,2.3,COD2023110514,18.0
imports,18.0,COD2023110514,18.0
gas,25.0,COD2023110514,18.0
nuclear,12.9,COD2023110514,18.0
other,0.0,COD2023110514,18.0
hydro,2.4,COD2023110514,18.0
solar,7.2,COD2023110514,18.0
wind,30.4,COD2023110514,18.0
biomass,1.7,COD2023110515,18.0
coal,2.8,COD2023110515,18.0
imports,17.5,COD2023110515,18.0
gas,31.0,COD2023110515,18.0
nuclear,12.5,COD2023110515,18.0
other,0.0,COD2023110515,18.0
hydro,3.8,COD2023110515,18.0
solar,3.1,COD2023110515,18.0
wind,27.6,COD2023110515,18.0
biomass,2.0,COD2023110516,18.0
coal,2.7,COD2023110516,18.0
imports,16.6,COD2023110516,18.0
gas,35.6,COD2023110516,18.0
nuclear,11.8,COD2023110516,18.0
other,0.0,COD2023110516,18.0
hydro,5.9,COD2023110516,18.0
solar,0.1,COD2023110516,18.0
wind,25.3,COD2023110516,18.0
biomass,3.0,COD2023110517,18.0
coal,2.7,COD2023110517,18.0
imports,16.5,COD2023110517,18.0
gas,35.9,COD2023110517,18.0
nuclear,11.8,COD2023110517,18.0
other,0.0,COD2023110517,18.0
hydro,6.0,COD2023110517,18.0
solar,0.1,COD2023110517,18.0
wind,23.9,COD2023110517,18.0
biomass,3.2,COD2023110518,18.0
coal,2.8,COD2023110518,18.0
imports,17.5,COD2023110518,18.0
gas,36.7,COD2023110518,18.0
nuclear,12.5,COD2023110518,18.0
other,0.0,COD2023110518,18.0
hydro,4.1,COD2023110518,18.0
solar,0.1,COD2023110518,18.0
wind,23.0,COD2023110518,18.0
biomass,3.6,COD2023110519,18.0
coal,2.6,COD2023110519,18.0
imports,18.2,COD2023110519,18.0
gas,36.9,COD2023110519,18.0
nuclear,13.0,COD2023110519,18.0
other,0.0,COD2023110519,18.0
hydro,2.3,COD2023110519,18.0
solar,0.0,COD2023110519,18.0
wind,23.3,COD2023110519,18.0
biomass,4.2,COD2023110520,18.0
coal,2.1,COD2023110520,18.0
imports,18.8,COD2023110520,18.0
gas,35.0,COD2023110520,18.0
nuclear,13.5,COD2023110520,18.0
other,0.0,COD2023110520,18.0
hydro,1.6,COD2023110520,18.0
solar,0.1,COD2023110520,18.0
wind,24.6,COD2023110520,18.0
biomass,6.1,COD2023110521,18.0
coal,2.5,COD2023110521,18.0
imports,20.7,COD2023110521,18.0
gas,27.3,COD2023110521,18.0
nuclear,14.9,COD2023110521,18.0
other,0.0,COD2023110521,18.0
hydro,1.5,COD2023110521,18.0
solar,0.0,COD2023110521,18.0
wind,27.0,COD2023110521,18.0
biomass,6.5,COD2023110522,18.0
coal,3.3,COD2023110522,18.0
imports,22.3,COD2023110522,18.0
gas,22.5,COD2023110522,18.0
nuclear,16.1,COD2023110522,18.0
other,0.0,COD2023110522,18.0
hydro,1.4,COD2023110522,18.0
solar,0.2,COD2023110522,18.0
wind,27.7,COD2023110522,18.0
biomass,7.4,COD2023110523,18.0
coal,2.6,COD2023110523,18.0
imports,19.3,COD2023110523,18.0
gas,16.9,COD2023110523,18.0
nuclear,18.4,COD2023110523,18.0
other,0.0,COD2023110523,18.0
hydro,1.4,COD2023110523,18.0
solar,0.2,COD2023110523,18.0
wind,33.7,COD2023110523,18.0
biomass,8.2,COD2023110600,18.0
coal,2.3,COD2023110600,18.0
imports,18.0,COD2023110600,18.0
gas,15.8,COD2023110600,18.0
nuclear,18.2,COD2023110600,18.0
other,0.0,COD2023110600,18.0
hydro,1.3,COD2023110600,18.0
solar,0.0,COD2023110600,18.0
wind,36.1,COD2023110600,18.0
biomass,8.5,COD2023110601,18.0
coal,1.9,COD2023110601,18.0
imports,17.8,COD2023110601,18.0
gas,14.0,COD2023110601,18.0
nuclear,17.9,COD2023110601,18.0
other,0.0,COD2023110601,18.0
hydro,1.3,COD2023110601,18.0
solar,0.0,COD2023110601,18.0
wind,38.6,COD2023110601,18.0
biomass,7.6,COD2023110602,18.0
coal,2.1,COD2023110602,18.0
imports,17.0,COD2023110602,18.0
gas,13.5,COD2023110602,18.0
nuclear,18.4,COD2023110602,18.0
other,0.0,COD2023110602,18.0
hydro,1.2,COD2023110602,18.0
solar,0.0,COD2023110602,18.0
wind,40.2,COD2023110602,18.0
biomass,7.8,COD2023110603,18.0
coal,2.1,COD2023110603,18.0
imports,15.3,COD2023110603,18.0
gas,14.2,COD2023110603,18.0
nuclear,18.4,COD2023110603,18.0
other,0.0,COD2023110603,18.0
hydro,1.3,COD2023110603,18.0
solar,0.0,COD2023110603,18.0
wind,40.8,COD2023110603,18.0
biomass,6.4,COD2023110604,18.0
coal,2.1,COD2023110604,18.0
imports,15.0,COD2023110604,18.0
gas,13.9,COD2023110604,18.0
nuclear,18.4,COD2023110604,18.0
other,0.0,COD2023110604,18.0
hydro,1.3,COD2023110604,18.0
solar,0.0,COD2023110604,18.0
wind,42.9,COD2023110604,18.0
biomass,6.6,COD2023110605,18.0
coal,3.2,COD2023110605,18.0
imports,15.6,COD2023110605,18.0
gas,14.2,COD2023110605,18.0
nuclear,17.4,COD2023110605,18.0
other,0.0,COD2023110605,18.0
hydro,1.8,COD2023110605,18.0
solar,0.0,COD2023110605,18.0
wind,41.2,COD2023110605,18.0
biomass,8.4,COD2023110606,18.0
coal,3.0,COD2023110606,18.0
imports,8.7,COD2023110606,18.0
gas,28.5,COD2023110606,18.0
nuclear,15.4,COD2023110606,18.0
other,0.0,COD2023110606,18.0
hydro,1.7,COD2023110606,18.0
solar,0.0,COD2023110606,18.0
wind,34.3,COD2023110606,18.0
biomass,7.7,COD2023110607,18.0
coal,3.0,COD2023110607,18.0
imports,10.8,COD2023110607,18.0
gas,32.5,COD2023110607,18.0
nuclear,13.2,COD2023110607,18.0
other,0.0,COD2023110607,18.0
hydro,4.1,COD2023110607,18.0
solar,0.0,COD2023110607,18.0
wind,28.8,COD2023110607,18.0
biomass,7.1,COD2023110608,18.0
coal,2.7,COD2023110608,18.0
imports,13.8,COD2023110608,18.0
gas,30.9,COD2023110608,18.0
nuclear,12.5,COD2023110608,18.0
other,0.0,COD2023110608,18.0
hydro,2.2,COD2023110608,18.0
solar,2.9,COD2023110608,18.0
wind,27.8,COD2023110608,18.0
biomass,6.8,COD2023110609,18.0
coal,2.7,COD2023110609,18.0
imports,14.7,COD2023110609,18.0
gas,27.1,COD2023110609,18.0
nuclear,11.9,COD2023110609,18.0
other,0.0,COD2023110609,18.0
hydro,1.4,COD2023110609,18.0
solar,8.1,COD2023110609,18.0
wind,27.3,COD2023110609,18.0
biomass,6.7,COD2023110610,18.0
coal,2.6,COD2023110610,18.0
imports,13.0,COD2023110610,18.0
gas,23.7,COD2023110610,18.0
nuclear,11.8,COD2023110610,18.0
other,0.0,COD2023110610,18.0
hydro,1.1,COD2023110610,18.0
solar,12.0,COD2023110610,18.0
wind,29.2,COD2023110610,18.0
biomass,6.7,COD2023110611,18.0
coal,1.8,COD2023110611,18.0
imports,12.5,COD2023110611,18.0
gas,22.0,COD2023110611,18.0
nuclear,11.7,COD2023110611,18.0
other,0.0,COD2023110611,18.0
hydro,1.0,COD2023110611,18.0
solar,13.1,COD2023110611,18.0
wind,31.2,COD2023110611,18.0
biomass,6.5,COD2023110612,18.0
coal,1.9,COD2023110612,18.0
imports,11.9,COD2023110612,18.0
gas,22.0,COD2023110612,18.0
nuclear,11.5,COD2023110612,18.0
other,0.0,COD2023110612,18.0
hydro,1.2,COD2023110612,18.0
solar,11.9,COD2023110612,18.0
wind,33.0,COD2023110612,18.0
biomass,5.2,COD2023110613,18.0
coal,2.5,COD2023110613,18.0
imports,9.3,COD2023110613,18.0
gas,24.3,COD2023110613,18.0
nuclear,11.7,COD2023110613,18.0
other,0.0,COD2023110613,18.0
hydro,1.1,COD2023110613,18.0
solar,10.0,COD2023110613,18.0
wind,35.9,COD2023110613,18.0
biomass,6.2,COD2023110614,18.0
coal,2.4,COD2023110614,18.0
imports,7.3,COD2023110614,18.0
gas,26.2,COD2023110614,18.0
nuclear,11.9,COD2023110614,18.0
other,0.0,COD2023110614,18.0
hydro,1.8,COD2023110614,18.0
solar,6.7,COD2023110614,18.0
wind,37.4,COD2023110614,18.0
biomass,6.6,COD2023110615,18.0
coal,2.6,COD2023110615,18.0
imports,5.1,COD2023110615,18.0
gas,31.3,COD2023110615,18.0
nuclear,11.6,COD2023110615,18.0
other,0.0,COD2023110615,18.0
hydro,4.0,COD2023110615,18.0
solar,2.8,COD2023110615,18.0
wind,35.9,COD2023110615,18.0
biomass,6.4,COD2023110616,18.0
coal,2.5,COD2023110616,18.0
imports,6.3,COD2023110616,18.0
gas,32.9,COD2023110616,18.0
nuclear,11.3,COD2023110616,18.0
other,0.0,COD2023110616,18.0
hydro,5.9,COD2023110616,18.0
solar,0.1,COD2023110616,18.0
wind,34.6,COD2023110616,18.0
biomass,6.1,COD2023110617,18.0
coal,2.4,COD2023110617,18.0
imports,7.8,COD2023110617,18.0
gas,33.6,COD2023110617,18.0
nuclear,10.8,COD2023110617,18.0
other,0.0,COD2023110617,18.0
hydro,5.0,COD2023110617,18.0
solar,0.1,COD2023110617,18.0
wind,34.2,COD2023110617,18.0
biomass,6.3,COD2023110618,18.0
coal,2.1,COD2023110618,18.0
imports,11.0,COD2023110618,18.0
gas,31.7,COD2023110618,18.0
nuclear,10.8,COD2023110618,18.0
other,0.0,COD2023110618,18.0
hydro,2.9,COD2023110618,18.0
solar,0.1,COD2023110618,18.0
wind,35.1,COD2023110618,18.0
biomass,6.7,COD2023110619,18.0
coal,1.1,COD2023110619,18.0
imports,13.7,COD2023110619,18.0
gas,28.8,COD2023110619,18.0
nuclear,11.4,COD2023110619,18.0
other,0.0,COD2023110619,18.0
hydro,1.4,COD2023110619,18.0
solar,0.0,COD2023110619,18.0
wind,36.8,COD2023110619,18.0
biomass,7.2,COD2023110620,18.0
coal,0.8,COD2023110620,18.0
imports,15.9,COD2023110620,18.0
gas,24.6,COD2023110620,18.0
nuclear,12.2,COD2023110620,18.0
other,0.0,COD2023110620,18.0
hydro,1.3,COD2023110620,18.0
solar,0.0,COD2023110620,18.0
wind,38.0,COD2023110620,18.0
biomass,7.8,COD2023110621,18.0
coal,0.7,COD2023110621,18.0
imports,18.1,COD2023110621,18.0
gas,15.5,COD2023110621,18.0
nuclear,13.9,COD2023110621,18.0
other,0.0,COD2023110621,18.0
hydro,1.3,COD2023110621,18.0
solar,0.0,COD2023110621,18.0
wind,42.6,COD2023110621,18.0
biomass,5.5,COD2023110622,18.0
coal,0.8,COD2023110622,18.0
imports,20.3,COD2023110622,18.0
gas,10.4,COD2023110622,18.0
nuclear,15.2,COD2023110622,18.0
other,0.0,COD2023110622,18.0
hydro,1.2,COD2023110622,18.0
solar,0.2,COD2023110622,18.0
wind,46.5,COD2023110622,18.0
biomass,5.7,COD2023110623,18.0
coal,0.9,COD2023110623,18.0
imports,19.2,COD2023110623,18.0
gas,9.9,COD2023110623,18.0
nuclear,15.9,COD2023110623,18.0
other,0.0,COD2023110623,18.0
hydro,1.2,COD2023110623,18.0
solar,0.2,COD2023110623,18.0
wind,47.1,COD2023110623,18.0
biomass,6.0,COD2023110700,18.0
coal,0.9,COD2023110700,18.0
imports,19.7,COD2023110700,18.0
gas,10.3,COD2023110700,18.0
nuclear,16.3,COD2023110700,18.0
other,0.0,COD2023110700,18.0
hydro,1.2,COD2023110700,18.0
solar,0.0,COD2023110700,18.0
wind,45.6,COD2023110700,18.0
biomass,6.0,COD2023110701,18.0
coal,0.9,COD2023110701,18.0
imports,17.0,COD2023110701,18.0
gas,11.2,COD2023110701,18.0
nuclear,16.9,COD2023110701,18.0
other,0.0,COD2023110701,18.0
hydro,1.0,COD2023110701,18.0
solar,0.0,COD2023110701,18.0
wind,46.9,COD2023110701,18.0
biomass,8.2,COD2023110702,18.0
coal,0.9,COD2023110702,18.0
imports,16.1,COD2023110702,18.0
gas,11.3,COD2023110702,18.0
nuclear,17.0,COD2023110702,18.0
other,0.0,COD2023110702,18.0
hydro,1.0,COD2023110702,18.0
solar,0.2,COD2023110702,18.0
wind,45.4,COD2023110702,18.0
biomass,9.1,COD2023110703,18.0
coal,0.9,COD2023110703,18.0
imports,12.6,COD2023110703,18.0
gas,11.6,COD2023110703,18.0
nuclear,17.4,COD2023110703,18.0
other,0.0,COD2023110703,18.0
hydro,1.0,COD2023110703,18.0
solar,0.5,COD2023110703,18.0
wind,46.9,COD2023110703,18.0
biomass,8.1,COD2023110704,18.0
coal,1.0,COD2023110704,18.0
imports,11.2,COD2023110704,18.0
gas,12.5,COD2023110704,18.0
nuclear,17.7,COD2023110704,18.0
other,0.0,COD2023110704,18.0
hydro,1.1,COD2023110704,18.0
solar,0.0,COD2023110704,18.0
wind,48.3,COD2023110704,18.0
biomass,6.2,COD2023110705,18.0
coal,1.6,COD2023110705,18.0
imports,6.8,COD2023110705,18.0
gas,19.4,COD2023110705,18.0
nuclear,16.8,COD2023110705,18.0
other,0.0,COD2023110705,18.0
hydro,1.8,COD2023110705,18.0
solar,0.0,COD2023110705,18.0
wind,47.4,COD2023110705,18.0
biomass,8.2,COD2023110706,18.0
coal,1.6,COD2023110706,18.0
imports,4.6,COD2023110706,18.0
gas,30.1,COD2023110706,18.0
nuclear,13.6,COD2023110706,18.0
other,0.0,COD2023110706,18.0
hydro,2.6,COD2023110706,18.0
solar,0.0,COD2023110706,18.0
wind,39.3,COD2023110706,18.0
biomass,7.7,COD2023110707,18.0
coal,2.5,COD2023110707,18.0
imports,5.5,COD2023110707,18.0
gas,30.2,COD2023110707,18.0
nuclear,12.9,COD2023110707,18.0
other,0.0,COD2023110707,18.0
hydro,3.2,COD2023110707,18.0
solar,0.0,COD2023110707,18.0
wind,38.1,COD2023110707,18.0
biomass,7.1,COD2023110708,18.0
coal,2.6,COD2023110708,18.0
imports,10.9,COD2023110708,18.0
gas,27.6,COD2023110708,18.0
nuclear,11.9,COD2023110708,18.0
other,0.0,COD2023110708,18.0
hydro,2.0,COD2023110708,18.0
solar,2.3,COD2023110708,18.0
wind,35.6,COD2023110708,18.0
biomass,6.9,COD2023110709,18.0
coal,2.0,COD2023110709,18.0
imports,11.0,COD2023110709,18.0
gas,26.0,COD2023110709,18.0
nuclear,11.6,COD2023110709,18.0
other,0.0,COD2023110709,18.0
hydro,1.1,COD2023110709,18.0
solar,7.2,COD2023110709,18.0
wind,34.2,COD2023110709,18.0
biomass,6.8,COD2023110710,18.0
coal,1.2,COD2023110710,18.0
imports,10.2,COD2023110710,18.0
gas,24.4,COD2023110710,18.0
nuclear,11.4,COD2023110710,18.0
other,0.0,COD2023110710,18.0
hydro,1.1,COD2023110710,18.0
solar,10.6,COD2023110710,18.0
wind,34.3,COD2023110710,18.0
biomass,6.8,COD2023110711,18.0
coal,0.6,COD2023110711,18.0
imports,11.1,COD2023110711,18.0
gas,22.2,COD2023110711,18.0
nuclear,11.4,COD2023110711,18.0
other,0.0,COD2023110711,18.0
hydro,1.0,COD2023110711,18.0
solar,12.0,COD2023110711,18.0
wind,34.8,COD2023110711,18.0
biomass,6.8,COD2023110712,18.0
coal,0.5,COD2023110712,18.0
imports,12.0,COD2023110712,18.0
gas,23.4,COD2023110712,18.0
nuclear,11.4,COD2023110712,18.0
other,0.0,COD2023110712,18.0
hydro,1.4,COD2023110712,18.0
solar,11.7,COD2023110712,18.0
wind,32.8,COD2023110712,18.0
biomass,6.9,COD2023110713,18.0
coal,1.5,COD2023110713,18.0
imports,8.8,COD2023110713,18.0
gas,28.2,COD2023110713,18.0
nuclear,11.5,COD2023110713,18.0
other,0.0,COD2023110713,18.0
hydro,1.9,COD2023110713,18.0
solar,9.7,COD2023110713,18.0
wind,31.6,COD2023110713,18.0
biomass,7.0,COD2023110714,18.0
coal,2.4,COD2023110714,18.0
imports,7.4,COD2023110714,18.0
gas,34.0,COD2023110714,18.0
nuclear,11.6,COD2023110714,18.0
other,0.0,COD2023110714,18.0
hydro,2.0,COD2023110714,18.0
solar,7.0,COD2023110714,18.0
wind,28.7,COD2023110714,18.0
biomass,6.8,COD2023110715,18.0
coal,2.5,COD2023110715,18.0
imports,5.2,COD2023110715,18.0
gas,41.7,COD2023110715,18.0
nuclear,11.2,COD2023110715,18.0
other,0.0,COD2023110715,18.0
hydro,4.3,COD2023110715,18.0
solar,2.8,COD2023110715,18.0
wind,25.5,COD2023110715,18.0
biomass,6.5,COD2023110716,18.0
coal,2.4,COD2023110716,18.0
imports,7.0,COD2023110716,18.0
gas,44.6,COD2023110716,18.0
nuclear,10.9,COD2023110716,18.0
other,0.0,COD2023110716,18.0
hydro,4.9,COD2023110716,18.0
solar,0.1,COD2023110716,18.0
wind,23.6,COD2023110716,18.0
biomass,6.3,COD2023110717,18.0
coal,2.4,COD2023110717,18.0
imports,8.3,COD2023110717,18.0
gas,42.6,COD2023110717,18.0
nuclear,10.5,COD2023110717,18.0
other,0.0,COD2023110717,18.0
hydro,5.0,COD2023110717,18.0
solar,0.1,COD2023110717,18.0
wind,24.8,COD2023110717,18.0
biomass,6.4,COD2023110718,18.0
coal,2.4,COD2023110718,18.0
imports,9.3,COD2023110718,18.0
gas,41.2,COD2023110718,18.0
nuclear,10.7,COD2023110718,18.0
other,0.0,COD2023110718,18.0
hydro,3.9,COD2023110718,18.0
solar,0.1,COD2023110718,18.0
wind,26.1,COD2023110718,18.0
biomass,6.7,COD2023110719,18.0
coal,2.5,COD2023110719,18.0
imports,10.0,COD2023110719,18.0
gas,43.7,COD2023110719,18.0
nuclear,11.2,COD2023110719,18.0
other,0.0,COD2023110719,18.0
hydro,1.8,COD2023110719,18.0
solar,0.1,COD2023110719,18.0
wind,23.9,COD2023110719,18.0
biomass,7.4,COD2023110720,18.0
coal,2.7,COD2023110720,18.0
imports,11.4,COD2023110720,18.0
gas,38.4,COD2023110720,18.0
nuclear,12.2,COD2023110720,18.0
other,0.0,COD2023110720,18.0
hydro,2.7,COD2023110720,18.0
solar,0.1,COD2023110720,18.0
wind,25.1,COD2023110720,18.0
biomass,8.2,COD2023110721,18.0
coal,2.0,COD2023110721,18.0
imports,15.8,COD2023110721,18.0
gas,31.3,COD2023110721,18.0
nuclear,13.6,COD2023110721,18.0
other,0.0,COD2023110721,18.0
hydro,1.7,COD2023110721,18.0
solar,0.0,COD2023110721,18.0
wind,27.4,COD2023110721,18.0
biomass,9.3,COD2023110722,18.0
coal,0.8,COD2023110722,18.0
imports,20.0,COD2023110722,18.0
gas,21.9,COD2023110722,18.0
nuclear,15.5,COD2023110722,18.0
other,0.0,COD2023110722,18.0
hydro,1.3,COD2023110722,18.0
solar,0.1,COD2023110722,18.0
wind,30.9,COD2023110722,18.0
biomass,8.9,COD2023110723,18.0
coal,0.9,COD2023110723,18.0
imports,23.4,COD2023110723,18.0
gas,11.6,COD2023110723,18.0
nuclear,17.3,COD2023110723,18.0
other,0.0,COD2023110723,18.0
hydro,1.3,COD2023110723,18.0
solar,0.2,COD2023110723,18.0
wind,36.5,COD2023110723,18.0
biomass,7.5,COD2023110800,18.0
coal,1.1,COD2023110800,18.0
imports,21.3,COD2023110800,18.0
gas,11.3,COD2023110800,18.0
nuclear,17.6,COD2023110800,18.0
other,0.0,COD2023110800,18.0
hydro,1.4,COD2023110800,18.0
solar,0.0,COD2023110800,18.0
wind,39.8,COD2023110800,18.0
biomass,8.7,COD2023110801,18.0
coal,1.3,COD2023110801,18.0
imports,20.2,COD2023110801,18.0
gas,10.8,COD2023110801,18.0
nuclear,17.7,COD2023110801,18.0
other,0.0,COD2023110801,18.0
hydro,1.1,COD2023110801,18.0
solar,0.0,COD2023110801,18.0
wind,40.1,COD2023110801,18.0
biomass,7.7,COD2023110802,18.0
coal,1.1,COD2023110802,18.0
imports,17.1,COD2023110802,18.0
gas,10.6,COD2023110802,18.0
nuclear,17.6,COD2023110802,18.0
other,0.0,COD2023110802,18.0
hydro,1.0,COD2023110802,18.0
solar,0.2,COD2023110802,18.0
